shortfall,local_authority_code,age,n_rooms,n
6.77956989247312,E06000001,Old,1.0,186
4.976415094339621,E06000002,Old,1.0,318
5.87612359550562,E06000003,Old,1.0,356
4.60253807106599,E06000004,Old,1.0,394
5.057407407407407,E06000005,Old,1.0,378
5.486776859504133,E06000006,Old,1.0,121
4.264873417721519,E06000007,Old,1.0,316
6.407235142118864,E06000008,Old,1.0,387
3.2426707597851103,E06000009,Old,1.0,2606
4.48537878787879,E06000010,Old,1.0,1320
6.406433408577876,E06000011,Old,1.0,886
5.713157894736843,E06000012,Old,1.0,494
7.520769230769231,E06000013,Old,1.0,130
3.8376884422110558,E06000014,Old,1.0,597
3.547709163346613,E06000015,Old,1.0,1004
3.191912108461897,E06000016,Old,1.0,2139
7.84,E06000017,Old,1.0,50
3.1981493721083933,E06000018,Old,1.0,1513
7.732825719120134,E06000019,Old,1.0,591
5.8222929936305725,E06000020,Old,1.0,157
5.22244488977956,E06000021,Old,1.0,499
3.6686956521739136,E06000022,Old,1.0,1035
2.9576039933444265,E06000023,Old,1.0,3005
3.4643347050754456,E06000024,Old,1.0,729
5.218552036199096,E06000025,Old,1.0,221
3.8826368876080672,E06000026,Old,1.0,1388
3.4826973684210514,E06000027,Old,1.0,1520
2.959963768115942,E06000030,Old,1.0,552
3.6607526881720425,E06000031,Old,1.0,372
2.3455031166518254,E06000032,Old,1.0,1123
3.478232044198893,E06000033,Old,1.0,905
5.948543689320389,E06000034,Old,1.0,103
4.430028328611899,E06000035,Old,1.0,706
3.947826086956522,E06000036,Old,1.0,23
5.412204724409449,E06000037,Old,1.0,254
2.57924914675768,E06000038,Old,1.0,1465
2.7778242677824267,E06000039,Old,1.0,239
3.869473684210526,E06000040,Old,1.0,285
6.003076923076923,E06000041,Old,1.0,65
5.434246575342466,E06000042,Old,1.0,146
2.6679798826487837,E06000043,Old,1.0,7158
3.4975083056478407,E06000044,Old,1.0,1204
2.4441916167664677,E06000045,Old,1.0,1670
4.7787593984962395,E06000046,Old,1.0,532
8.44883401920439,E06000047,Old,1.0,729
6.771237458193981,E06000049,Old,1.0,598
5.2808176100628925,E06000050,Old,1.0,636
7.158544652701211,E06000051,Old,1.0,907
6.643126520681267,E06000052,Old,1.0,4932
5.486842105263159,E06000053,Old,1.0,38
5.528368794326243,E06000054,Old,1.0,987
3.4993055555555563,E06000055,Old,1.0,576
4.80332103321033,E06000056,Old,1.0,271
10.083735909822867,E06000057,Old,1.0,621
2.70648899188876,E06000058,Old,1.0,2589
5.750709219858158,E06000059,Old,1.0,1128
4.541509433962264,E06000060,Old,1.0,159
4.952325581395348,E06000061,Old,1.0,86
4.037158469945355,E06000062,Old,1.0,183
6.3102040816326515,E06000063,Old,1.0,98
6.3960526315789465,E06000064,Old,1.0,76
6.518713450292398,E06000065,Old,1.0,171
6.101481481481482,E06000066,Old,1.0,135
5.611818181818181,E07000004,Old,1.0,110
6.697999999999999,E07000005,Old,1.0,50
4.866666666666666,E07000006,Old,1.0,36
3.506542056074766,E07000007,Old,1.0,214
3.022524752475247,E07000008,Old,1.0,404
6.631858407079646,E07000009,Old,1.0,113
6.805022831050228,E07000010,Old,1.0,219
5.158762886597938,E07000011,Old,1.0,194
6.12,E07000012,Old,1.0,110
9.134202898550722,E07000026,Old,1.0,345
5.667760617760616,E07000027,Old,1.0,518
8.570370370370371,E07000028,Old,1.0,270
7.8999999999999995,E07000029,Old,1.0,263
9.6328125,E07000030,Old,1.0,256
7.4862470862470865,E07000031,Old,1.0,429
6.48702290076336,E07000032,Old,1.0,262
8.403846153846155,E07000033,Old,1.0,52
4.680246913580248,E07000034,Old,1.0,162
7.130412371134022,E07000035,Old,1.0,194
5.56923076923077,E07000036,Old,1.0,221
6.343913043478261,E07000037,Old,1.0,230
7.565853658536587,E07000038,Old,1.0,41
7.485294117647059,E07000039,Old,1.0,102
6.396756756756757,E07000040,Old,1.0,555
3.6164179104477623,E07000041,Old,1.0,603
6.41212814645309,E07000042,Old,1.0,437
6.4767479674796755,E07000043,Old,1.0,615
6.595615866388307,E07000044,Old,1.0,479
5.335422740524783,E07000045,Old,1.0,686
7.219829059829062,E07000046,Old,1.0,585
7.928172588832484,E07000047,Old,1.0,394
2.676753121998078,E07000061,Old,1.0,1041
3.644273127753304,E07000062,Old,1.0,908
5.0396449704142015,E07000063,Old,1.0,169
4.951612903225806,E07000064,Old,1.0,341
6.349999999999999,E07000065,Old,1.0,212
9.178571428571429,E07000066,Old,1.0,14
5.99945652173913,E07000067,Old,1.0,184
4.66867469879518,E07000068,Old,1.0,83
7.74375,E07000069,Old,1.0,16
6.02686567164179,E07000070,Old,1.0,134
4.343287671232876,E07000071,Old,1.0,365
5.291250000000001,E07000072,Old,1.0,80
3.6366666666666663,E07000073,Old,1.0,30
7.33048780487805,E07000074,Old,1.0,82
5.671111111111111,E07000075,Old,1.0,45
4.7555555555555555,E07000076,Old,1.0,468
5.105050505050505,E07000077,Old,1.0,99
3.346061269146608,E07000078,Old,1.0,914
6.893298969072166,E07000079,Old,1.0,194
7.862162162162163,E07000080,Old,1.0,185
3.8046938775510206,E07000081,Old,1.0,490
6.181446540880502,E07000082,Old,1.0,318
5.638888888888891,E07000083,Old,1.0,126
5.005223880597015,E07000084,Old,1.0,134
6.981428571428573,E07000085,Old,1.0,140
4.331896551724138,E07000086,Old,1.0,116
4.538297872340427,E07000087,Old,1.0,47
4.669158878504673,E07000088,Old,1.0,107
5.158139534883722,E07000089,Old,1.0,43
4.515384615384615,E07000090,Old,1.0,104
6.231016042780749,E07000091,Old,1.0,187
3.758088235294117,E07000092,Old,1.0,136
6.421428571428571,E07000093,Old,1.0,98
5.142391304347825,E07000094,Old,1.0,184
4.409523809523811,E07000095,Old,1.0,63
4.166216216216216,E07000096,Old,1.0,148
3.7797297297297305,E07000098,Old,1.0,74
4.369377990430623,E07000099,Old,1.0,209
7.014814814814816,E07000102,Old,1.0,27
3.031832797427653,E07000103,Old,1.0,311
6.3026845637583895,E07000105,Old,1.0,149
3.7844827586206895,E07000106,Old,1.0,464
5.097887323943661,E07000107,Old,1.0,142
4.54020618556701,E07000108,Old,1.0,388
3.6648648648648625,E07000109,Old,1.0,407
3.8181818181818192,E07000110,Old,1.0,484
5.596629213483146,E07000111,Old,1.0,178
4.536124401913876,E07000112,Old,1.0,418
4.762678062678062,E07000113,Old,1.0,351
4.138970588235294,E07000114,Old,1.0,816
5.018932038834952,E07000115,Old,1.0,206
3.6188846641318126,E07000116,Old,1.0,789
6.147071129707113,E07000117,Old,1.0,478
7.298540145985401,E07000118,Old,1.0,137
4.194279176201374,E07000119,Old,1.0,437
6.615869017632244,E07000120,Old,1.0,397
5.172073342736249,E07000121,Old,1.0,709
6.642741935483873,E07000122,Old,1.0,496
4.187809187279152,E07000123,Old,1.0,566
7.145689655172412,E07000124,Old,1.0,116
7.572946859903382,E07000125,Old,1.0,207
7.05979381443299,E07000126,Old,1.0,97
7.517045454545454,E07000127,Old,1.0,88
4.180107526881718,E07000128,Old,1.0,372
6.531818181818181,E07000129,Old,1.0,44
4.888995215311005,E07000130,Old,1.0,209
7.027160493827158,E07000131,Old,1.0,81
6.518333333333333,E07000132,Old,1.0,120
5.304347826086958,E07000133,Old,1.0,92
6.952678571428571,E07000134,Old,1.0,112
5.44516129032258,E07000135,Old,1.0,31
6.017129629629631,E07000136,Old,1.0,216
6.923696682464456,E07000137,Old,1.0,422
4.3384279475982535,E07000138,Old,1.0,229
9.247524752475247,E07000139,Old,1.0,101
7.814798206278026,E07000140,Old,1.0,223
6.1715384615384625,E07000141,Old,1.0,260
8.083221476510067,E07000142,Old,1.0,149
7.897487437185933,E07000143,Old,1.0,199
6.506451612903225,E07000144,Old,1.0,93
5.011406250000002,E07000145,Old,1.0,640
6.661670235546038,E07000146,Old,1.0,467
7.204823151125401,E07000147,Old,1.0,311
3.188117001828153,E07000148,Old,1.0,547
7.83333333333333,E07000149,Old,1.0,213
4.777777777777779,E07000150,Old,1.0,9
7.947272727272729,E07000151,Old,1.0,55
6.928571428571429,E07000152,Old,1.0,105
6.059119496855345,E07000153,Old,1.0,159
4.853243243243243,E07000154,Old,1.0,370
7.806315789473684,E07000155,Old,1.0,95
6.902777777777778,E07000156,Old,1.0,72
6.565822784810126,E07000163,Old,1.0,237
9.048979591836737,E07000164,Old,1.0,147
5.685245901639341,E07000165,Old,1.0,488
9.32442748091603,E07000166,Old,1.0,131
10.021428571428572,E07000167,Old,1.0,168
5.616761363636363,E07000168,Old,1.0,704
8.5,E07000169,Old,1.0,85
6.772268907563026,E07000170,Old,1.0,119
5.6892215568862285,E07000171,Old,1.0,167
6.90373831775701,E07000172,Old,1.0,107
5.628205128205129,E07000173,Old,1.0,78
5.529090909090909,E07000174,Old,1.0,110
5.620863309352518,E07000175,Old,1.0,139
4.3826086956521735,E07000176,Old,1.0,161
4.303461538461537,E07000177,Old,1.0,260
2.8600700525394034,E07000178,Old,1.0,571
7.559876543209877,E07000179,Old,1.0,162
6.6801886792452825,E07000180,Old,1.0,106
7.458536585365853,E07000181,Old,1.0,123
5.467892976588628,E07000187,Old,1.0,299
6.154545454545454,E07000188,Old,1.0,308
6.564901960784311,E07000189,Old,1.0,510
5.171578947368421,E07000192,Old,1.0,95
5.754656862745097,E07000193,Old,1.0,408
5.071287128712871,E07000194,Old,1.0,101
6.449618320610686,E07000195,Old,1.0,131
9.460416666666665,E07000196,Old,1.0,48
5.600000000000001,E07000197,Old,1.0,166
8.279017857142858,E07000198,Old,1.0,224
4.774074074074075,E07000199,Old,1.0,54
6.349038461538462,E07000200,Old,1.0,208
3.8969986357435205,E07000202,Old,1.0,733
8.94057142857143,E07000203,Old,1.0,175
3.7155737704918033,E07000207,Old,1.0,244
3.6415929203539834,E07000208,Old,1.0,113
3.5554929577464804,E07000209,Old,1.0,355
4.347183098591549,E07000210,Old,1.0,142
3.496153846153846,E07000211,Old,1.0,208
5.701351351351352,E07000212,Old,1.0,74
3.571717171717172,E07000213,Old,1.0,99
5.709302325581396,E07000214,Old,1.0,43
5.490265486725663,E07000215,Old,1.0,113
5.264467005076143,E07000216,Old,1.0,197
3.220388349514563,E07000217,Old,1.0,103
7.510344827586208,E07000218,Old,1.0,87
4.741911764705882,E07000219,Old,1.0,136
4.830167597765363,E07000220,Old,1.0,179
6.078542510121458,E07000221,Old,1.0,247
3.8824427480916035,E07000222,Old,1.0,393
5.139344262295083,E07000223,Old,1.0,61
3.0965612104539204,E07000224,Old,1.0,727
6.0249999999999995,E07000225,Old,1.0,244
4.657142857142857,E07000226,Old,1.0,21
6.1189189189189195,E07000227,Old,1.0,148
5.050326797385621,E07000228,Old,1.0,153
2.8212271973466017,E07000229,Old,1.0,1206
6.97590361445783,E07000234,Old,1.0,83
7.766857142857145,E07000235,Old,1.0,175
5.038392857142858,E07000236,Old,1.0,112
3.2931906614785995,E07000237,Old,1.0,514
5.361538461538463,E07000238,Old,1.0,182
5.966321243523317,E07000239,Old,1.0,193
3.8863874345549743,E07000240,Old,1.0,191
3.6366666666666676,E07000241,Old,1.0,60
5.148888888888888,E07000242,Old,1.0,135
4.022222222222222,E07000243,Old,1.0,9
5.460310880829017,E07000244,Old,1.0,965
5.822829581993572,E07000245,Old,1.0,311
